Price,Close,High,Low,Open,Volume,SMA_10,SMA_20,RSI,MACD,Signal,Return,Lag_1,Lag_5,Lag_21,Target
2020-03-25,481.919677734375,512.778550360912,428.9296884312166,429.17459327724464,73130298,445.5547302246094,511.2267318725586,37.352005769537676,-52.968139721199464,-50.31100848166573,0.147180406011306,0.06713423933030738,-0.0391865507335295,-0.02759189218532121,-0.014830215462148577
2020-03-26,474.772705078125,497.34913321338615,464.15244304869213,487.9534251497577,45744488,445.6972259521484,503.97288970947267,37.81646572836221,-48.43267812036106,-49.935342409404804,-0.014830215462148577,0.147180406011306,-0.05245223316651304,-0.019758351465700486,-0.0005626921599510837
2020-03-27,474.50555419921875,493.0743302616386,465.86685415365895,487.59721846033517,41657940,443.9294067382813,496.83370819091795,39.36523963935935,-44.34862561864418,-48.81799905125268,-0.0005626921599510837,-0.014830215462148577,0.10924056846447217,-0.01722685859404116,-0.032986125179903625
2020-03-30,458.85345458984375,478.6022562103133,454.20014346811496,463.37321097095526,30229866,444.5862182617187,490.19437103271486,45.041477769943704,-41.89207248079737,-47.43281373716162,-0.032986125179903625,-0.0005626921599510837,-0.13153895984722064,-0.004130621336078666,0.08083841734111652
2020-03-31,495.9464416503906,503.09338839129396,466.6683494310366,478.2237318418846,44292810,449.2952026367187,485.6879913330078,47.75875287739901,-36.53103532830056,-45.252458055389404,0.08083841734111652,-0.032986125179903625,0.06713423933030738,-0.04155100633143316,-0.02989901098216108
2020-04-01,481.1181335449219,500.7778469800412,465.42151466703814,499.73140572151567,41597459,454.2802703857422,479.8457290649414,51.05038203510921,-33.097369427170406,-42.821440329745606,-0.02989901098216108,0.08083841734111652,0.147180406011306,-0.009408018810260543,-0.0027766080130899873
2020-04-03,479.7822570800781,505.1640473665368,470.36428521360847,505.1640473665368,41367807,461.3938446044922,474.0068054199219,48.24034278267394,-30.136562989837444,-40.28446486176397,-0.0027766080130899873,-0.02989901098216108,-0.014830215462148577,0.020286418675148354,0.11940237273721577
2020-04-07,537.0693969726562,540.587180545846,489.82365880229355,490.7587797499459,54373624,469.7720550537109,471.6678955078125,61.464357215354475,-22.903491937934007,-36.80827027699798,0.11940237273721577,-0.0027766080130899873,-0.0005626921599510837,-0.0023457104151543007,-0.011566429092165431
2020-04-08,530.857421875,547.2665489797837,516.5412365296276,525.447103518034,49880330,483.49156188964844,469.9123199462891,61.005178366833356,-17.471089646507266,-32.94083415089984,-0.011566429092165431,0.11940237273721577,-0.032986125179903625,-0.02131071343908475,0.023319507246163607
2020-04-09,543.2367553710938,548.9587723530421,531.2360897019119,540.5872407700642,33032857,495.8061798095703,472.26793060302737,65.24031193996473,-12.028308089188158,-28.758328938557504,0.023319507246163607,-0.011566429092165431,0.08083841734111652,-0.030622138818257927,-0.025246980722532286
2020-04-13,529.5216674804688,541.0325221376103,525.4471928092958,536.1120125498173,23673784,500.5663787841797,473.06055450439453,66.86128250975003,-8.721026893512885,-24.750868529548583,-0.025246980722532286,0.023319507246163607,-0.02989901098216108,-0.12340675748031749,-0.03304881010521021
2020-04-15,512.0216064453125,550.3837133914021,508.97133852649563,533.0394909756521,35321842,504.29126892089846,474.99424743652344,58.864238752824,-7.426483510605863,-21.28599152576004,-0.03304881010521021,-0.025246980722532286,-0.0027766080130899873,0.035363393106321084,0.01582817993453789
2020-04-16,520.1259765625,528.7646769192855,509.8619687316648,512.0216140957893,37455706,508.8533111572266,476.39135894775393,72.600653505513,-5.681105369229499,-18.165014294453933,0.01582817993453789,-0.03304881010521021,0.11940237273721577,-0.07849690516442809,0.047900171608065145
2020-04-17,545.0401000976562,547.7119081332823,531.0801379395491,541.477788467049,33269335,517.4719757080078,481.02909698486326,72.45156760553155,-2.2614504708255936,-14.984301529728265,0.047900171608065145,0.01582817993453789,-0.011566429092165431,0.039793151277453864,0.01617659788641279
2020-04-20,553.8569946289062,559.7348298724658,535.2436911572639,545.9307453957434,36030932,523.2630310058594,486.27911682128905,65.9681590880455,1.1468798591441782,-11.758065251953777,0.01617659788641279,0.047900171608065145,0.023319507246163607,-0.0810640482935231,-0.005185801408424839
2020-04-21,550.9848022460938,557.5083250081677,518.3224819342147,538.8059664932713,61371628,530.2496978759766,492.2649841308594,67.24430375166725,3.575033518934333,-8.691445497776156,-0.005185801408424839,0.01617659788641279,-0.025246980722532286,-0.007580925483820167,0.1020326596941401
2020-04-22,607.2032470703125,616.6880417343276,578.8825664491623,587.7884356237253,142683366,542.991796875,502.1928207397461,73.95880237229852,9.921354252395076,-4.96888554774191,0.1020326596941401,-0.005185801408424839,-0.03304881010521021,-0.0391865507335295,0.0053535144984862
2020-04-23,610.4539184570312,617.1110859522549,602.6167250854138,608.8731391707544,65464502,550.3302490234375,510.05115203857423,78.65495713215773,15.039791812281806,-0.9671500757371669,0.0053535144984862,0.1020326596941401,0.01582817993453789,-0.05245223316651304,0.03362746067484479
2020-04-24,630.98193359375,665.6926093550011,599.9003914322975,601.2140016546114,134986308,560.3427001953125,521.9171310424805,77.22901553001236,20.516132511848355,3.329506441779938,0.03362746067484479,0.0053535144984862,0.047900171608065145,0.10924056846447217,0.008997864965861968
2020-04-27,636.659423828125,656.8089776563307,633.6536843523593,638.5519000387314,58482901,569.6849670410156,532.745573425293,82.56567954966026,25.025815955996222,7.668768344623195,0.008997864965861968,0.03362746067484479,0.01617659788641279,-0.13153895984722064,-0.001119065158295074
2020-04-28,635.9469604492188,648.1034431126441,619.9163502379175,645.6766291201964,78453401,580.3274963378906,540.4469375610352,82.7817797237216,28.217014556301933,11.778417586958945,-0.001119065158295074,0.008997864965861968,-0.005185801408424839,0.06713423933030738,-0.0008402631448876097
2020-04-29,635.41259765625,647.3019715047586,632.3178017703171,643.4056688448253,37494672,592.6665954589844,548.4789321899414,77.10142402087843,30.353052729110345,15.493344615389226,-0.0008402631448876097,-0.001119065158295074,0.1020326596941401,0.147180406011306,0.027366146043455775
2020-04-30,652.8013916015625,665.6926795202014,640.3554447044901,647.4356000405522,71345899,605.9341369628906,557.3937240600586,81.65529064314143,33.06782343302655,19.00824037891669,0.027366146043455775,-0.0008402631448876097,0.0053535144984862,-0.014830215462148577,-0.02100958739836145
2020-05-04,639.0863037109375,652.3560500195231,631.1822890196224,641.2237145072914,53456868,615.3387573242187,566.4053665161133,74.71010764260954,33.72385815925827,21.951363934985007,-0.02100958739836145,0.027366146043455775,0.03362746067484479,-0.0005626921599510837,0.017732663915521085
2020-05-05,650.4190063476562,658.5901902105282,644.4298209519568,647.3242698899517,44903763,624.9949584960938,574.1289947509765,81.55506319353906,34.75756126724923,24.51260340143785,0.017732663915521085,-0.02100958739836145,0.008997864965861968,-0.032986125179903625,6.859685646221081e-05
2020-05-06,650.463623046875,661.2397341507669,643.6728711176166,651.9108178555344,40489094,634.9428405761719,582.5962692260742,89.75700250506377,35.174904222253986,26.645063565601077,6.859685646221081e-05,0.017732663915521085,-0.001119065158295074,0.08083841734111652,0.031627456227698136
2020-05-07,671.0361328125,674.0196380436263,643.4501981639638,647.9031324834183,50026966,641.3261291503907,592.1589630126953,90.44149301580032,36.742140601669234,28.66447897281471,0.031627456227698136,6.859685646221081e-05,-0.0008402631448876097,-0.02989901098216108,0.036398097333735
2020-05-08,695.4605712890625,703.5203455803562,684.4617604589652,687.9796035544326,84262770,649.8267944335937,600.0785217285156,90.41634018033525,39.49970675345355,30.83152452894248,0.036398097333735,0.031627456227698136,0.027366146043455775,-0.0027766080130899873,0.009604257379880243
2020-05-11,702.1399536132812,719.1501837188379,700.1361272712575,703.564854514178,67085063,656.9425964355469,608.6426483154297,90.30497807459945,41.74288216600337,33.013796056354664,0.009604257379880243,0.036398097333735,-0.02100958739836145,0.11940237273721577,-0.061865750985690804
2020-05-12,658.7015380859375,698.3773161288631,652.3561269036683,696.796477334206,100683202,659.1468078613282,614.4158874511719,73.988505619013,39.5594806703383,34.32293297915139,-0.061865750985690804,0.009604257379880243,0.017732663915521085,-0.011566429092165431,0.021216686251860795
2020-05-13,672.677001953125,686.4096865474885,653.5950534044931,686.4096865474885,66430125,662.8198120117188,621.5736541748047,67.96021543110331,38.51286999880563,35.16092038308224,0.021216686251860795,-0.061865750985690804,6.859685646221081e-05,0.023319507246163607,-0.04042903002774667
2020-05-14,645.4813232421875,672.7893884091039,642.8291930409412,660.3377943598729,49266771,663.8266845703125,628.2466400146484,58.49275120393973,35.084526925948126,35.14564169165542,-0.04042903002774667,0.021216686251860795,0.031627456227698136,-0.025246980722532286,0.016330757143400154
2020-05-15,656.0225219726562,659.3039915320402,636.1089830747022,649.0999689371046,62152260,664.1487976074219,635.0414672851563,56.38033327371835,32.83957282826589,34.68442791897751,0.016330757143400154,-0.04042903002774667,0.036398097333735,-0.03304881010521021,-0.012779355343877086
2020-05-18,647.6389770507812,666.181474909855,641.9076865534937,660.7873261418357,62796089,665.0040649414062,640.1714111328125,52.75953232041004,30.03769269724546,33.755080874631105,-0.012779355343877086,0.016330757143400154,0.009604257379880243,0.01582817993453789,-0.022106666181631596
2020-05-19,633.3218383789062,657.0562928652207,630.7821287465479,654.943554079763,42315854,663.2943481445312,644.1446533203125,49.382450155213064,26.358069649860568,32.275678629676996,-0.022106666181631596,-0.012779355343877086,-0.061865750985690804,0.047900171608065145,0.017602633682669566
2020-05-20,644.469970703125,650.3810982575258,626.1746653038855,633.8164459231173,55320985,662.6949829101562,648.8189117431641,52.02937143038439,24.064106938885743,30.633364291518745,0.017602633682669566,-0.022106666181631596,0.021216686251860795,0.01617659788641279,0.005266030974914626
2020-05-21,647.86376953125,656.9439458804737,640.5591310175457,645.054274887475,39167981,660.3777465820312,650.851937866211,48.81966621844973,22.263338260577598,28.959359085330515,0.005266030974914626,0.017602633682669566,-0.04042903002774667,-0.005185801408424839,-0.006730258323441318
2020-05-22,643.5034790039062,655.3931503743523,641.233434844536,652.6061872445827,37828973,655.1820373535156,652.5044158935547,51.10535877003082,20.25093690917413,27.21767465009924,-0.006730258323441318,0.005266030974914626,0.016330757143400154,0.1020326596941401,-0.005239035996889352
2020-05-26,640.1321411132812,651.6621989470918,636.6483627789014,650.9654432802158,33216635,648.9812561035156,652.9619262695312,47.3189777055514,18.174550640769098,25.409049848233213,-0.005239035996889352,-0.006730258323441318,-0.012779355343877086,0.0053535144984862,0.015097743357241677
2020-05-27,649.7966918945312,653.5950802585778,634.7154397533718,643.2562252592883,35667956,648.090771484375,653.6187896728516,49.83448037258655,17.11159621199556,23.749559120985683,0.015097743357241677,-0.005239035996889352,-0.022106666181631596,0.03362746067484479,0.01847041437709307
2020-05-28,661.7987060546875,665.1700639694456,651.3474905739236,654.0445650157022,40126278,647.0029418945312,654.911376953125,47.605586385005935,17.041218843687034,22.407891065525956,0.01847041437709307,0.015097743357241677,0.017602633682669566,0.008997864965861968,-0.005331871241207375
2020-05-29,658.2700805664062,661.6863829805953,652.9882921441282,659.8883134336163,40022527,648.2818176269532,656.0542510986328,39.188783981496364,16.51039216183085,21.228391284786934,-0.005331871241207375,0.01847041437709307,0.005266030974914626,-0.001119065158295074,0.03820670319423192
2020-06-01,683.42041015625,691.5116927649323,663.4619289082036,665.282470467664,39943702,651.0216064453125,657.5852020263671,45.08597355246583,17.91264379248014,20.565241786325576,0.03820670319423192,-0.005331871241207375,-0.006730258323441318,-0.0008402631448876097,0.010096399444144755
2020-06-02,690.3204956054688,692.2534575560194,683.6227235911691,685.9602437650542,22153960,655.2897583007813,660.1469116210938,60.270417620761094,19.357575461530814,20.323708521366626,0.010096399444144755,0.03820670319423192,-0.005239035996889352,0.027366146043455775,0.003874375111127426
2020-06-03,692.9950561523438,701.2436433909791,689.2640251716484,694.5009280550352,25381289,661.257080078125,662.2757141113282,57.12257972305703,20.482400539750984,20.3554469250435,0.003874375111127426,0.010096399444144755,0.015097743357241677,-0.02100958739836145,0.024746277335335742
2020-06-04,710.1441040039062,714.5044150378368,692.7029193183236,694.0514268333575,34202350,667.8244934082031,665.2597381591797,74.38546918956095,22.498271292444088,20.78401179852362,0.024746277335335742,0.003874375111127426,0.01847041437709307,0.017732663915521085,0.0012026642713653946
2020-06-05,710.9981689453125,727.3155677405333,707.4020299835134,716.976712812966,33076685,674.1379333496094,667.2578399658203,72.36645869266913,23.889397190393424,21.40508887689758,0.0012026642713653946,0.024746277335335742,-0.005331871241207375,6.859685646221081e-05,-0.007713284082728533
2020-06-08,705.5140380859375,727.495369555277,703.4912471731864,727.495369555277,31414953,680.3389892578125,667.7605133056641,74.11498899569645,24.269586276182622,21.97798835675459,-0.007713284082728533,0.0012026642713653946,0.03820670319423192,0.031627456227698136,-0.02061156442234202
2020-06-09,690.9722900390625,711.5825840206448,689.1068040465735,701.3785617206731,25857161,685.4230041503906,667.2021301269531,73.97652164333266,23.13085325103964,22.208561335611602,-0.02061156442234202,-0.007713284082728533,0.010096399444144755,0.036398097333735,0.022769499571146712
2020-06-10,706.7053833007812,710.0317972109347,692.2759415871488,693.6469213591369,22132647,691.1138732910156,669.6023223876953,74.93252558012841,23.230145605483017,22.412878189585886,0.022769499571146712,-0.02061156442234202,0.003874375111127426,0.009604257379880243,-0.021912810125454096
2020-06-11,691.219482421875,704.8172743086072,688.2077385143969,703.9407414982666,20385805,694.0559509277343,670.5294464111328,65.8348365512451,21.807865236368002,22.291875598942312,-0.021912810125454096,0.022769499571146712,0.024746277335335742,-0.061865750985690804,0.033231522639413535
2020-06-12,714.1897583007812,716.0777164159133,672.9242267053721,674.2727936948124,38548899,699.6479187011719,673.9648681640625,72.72727986335263,22.277407008895693,22.28898188093299,0.033231522639413535,-0.021912810125454096,0.0012026642713653946,0.021216686251860795,0.016207279798757135
2020-06-15,725.7648315429688,731.3388178242635,701.7382332043936,703.4913585731487,53107403,703.8823608398437,677.4519836425782,76.15321580654086,23.31477569889796,22.494140644525984,0.016207279798757135,0.033231522639413535,-0.007713284082728533,-0.04042903002774667,0.0019509826438317557
2020-06-16,727.1807861328125,741.0483050918923,712.6164520349436,738.5535392456209,51187003,707.5683898925781,681.4290740966796,74.88796244567921,23.974787138985334,22.790269943417854,0.0019509826438317557,0.016207279798757135,-0.02061156442234202,0.016330757143400154,-0.0014525609507366477
2020-06-17,726.12451171875,735.1597458009189,720.1684388028651,722.9329303152676,41782053,710.8813354492188,686.0692077636719,72.2551125474174,24.13441196483825,23.059098347701934,-0.0014525609507366477,0.0019509826438317557,0.022769499571146712,-0.012779355343877086,0.025102666056083578
2020-06-18,744.3521728515625,748.4427585087822,721.74156125064,722.3709004133316,40471557,714.3021423339844,691.0633178710938,77.03274246146734,25.438496554493213,23.53497798906019,0.025102666056083578,-0.0014525609507366477,-0.021912810125454096,-0.022106666181631596,0.06250388464040646
2020-06-19,790.8770751953125,804.092782405198,747.094304408189,750.6903840730492,105804173,722.2900329589844,698.2139831542969,79.7510977304558,29.881706074613362,24.804323606170826,0.06250388464040646,0.025102666056083578,0.033231522639413535,0.017602633682669566,-0.007531180229870538
2020-06-22,784.9208374023438,811.0151640018355,779.9087158540489,797.1701205092294,60198705,730.230712890625,705.2848510742188,76.32922556744519,32.547179395215835,26.35289476397983,-0.007531180229870538,0.06250388464040646,0.016207279798757135,0.005266030974914626,-0.014460259112204277
2020-06-23,773.5706787109375,792.83240486235,771.4129953643138,786.6515522559022,37962078,738.4905517578125,711.9567779541015,71.3927588608557,33.35917940155605,27.754151691495075,-0.014460259112204277,-0.007531180229870538,0.0019509826438317557,-0.006730258323441318,0.004038524932023169
2020-06-24,776.6947631835938,796.855553260014,769.4351285440347,780.313374152456,51586221,745.4894897460938,718.3016815185547,69.09088553375607,33.864414869851544,28.976204327166368,0.004038524932023169,-0.014460259112204277,-0.0014525609507366477,-0.005239035996889352,-0.005758576550287331
2020-06-25,772.2221069335938,786.2020448440715,770.0419514480267,776.3126926255497,39679374,753.5897521972656,723.8228515625,67.20564690836501,33.51754227526999,29.884471916787096,-0.005758576550287331,0.004038524932023169,0.025102666056083578,0.015097743357241677,0.013825070915177928
2020-06-26,782.8981323242188,787.5506408989148,771.8175772674693,777.1218971867132,30921913,760.4605895996094,730.0542541503906,71.13048840445656,33.71545845283822,30.650669223997323,0.013825070915177928,-0.005758576550287331,0.06250388464040646,0.01847041437709307,-0.01062212272032681
2020-06-29,774.5820922851562,782.0440358258111,771.1657900960829,776.7847199037966,25621946,765.3423156738281,734.612338256836,73.63403199298293,32.82291142698682,31.085117664595224,-0.01062212272032681,0.013825070915177928,-0.007531180229870538,-0.005331871241207375,-0.011055293566898716
2020-06-30,766.0188598632812,782.6059245493964,762.1754677566296,780.807914512527,30276420,769.226123046875,738.3972564697266,67.47448933720108,31.066465314082166,31.081387194492613,-0.011055293566898716,-0.01062212272032681,-0.014460259112204277,0.03820670319423192,0.019658413923385964
2020-07-01,781.0775756835938,786.2020588284339,767.7943931621406,773.1661294381369,28464103,774.7214294433594,742.801382446289,76.5401176736541,30.53756360657121,30.972622476908334,0.019658413923385964,-0.011055293566898716,0.004038524932023169,0.010096399444144755,0.017215361984187938
2020-07-02,794.5241088867188,797.7963678741063,783.1050776743974,786.6932867305611,28789533,779.738623046875,747.0203826904296,75.14163921750206,30.847833423368,30.94766466620027,0.017215361984187938,0.019658413923385964,-0.005758576550287331,0.003874375111127426,0.015650260499668
2020-07-03,806.9586181640625,809.2605230295892,797.9768734526536,803.302718327586,29434266,781.34677734375,751.8184051513672,75.2746473976183,31.73130671593583,31.104393076147385,0.015650260499668,0.017215361984187938,0.013825070915177928,0.024746277335335742,0.035740299110293305
2020-07-06,835.799560546875,838.5978646000791,808.8542664677218,814.6766299428286,47016185,786.4346496582032,758.3326812744141,78.88060219839285,34.36257826952874,31.756030114823655,0.035740299110293305,0.015650260499668,-0.01062212272032681,0.0012026642713653946,-0.01530940415109383
2020-07-07,823.0039672851562,841.463976689244,815.2634586435034,839.5006450288294,35189589,791.377978515625,764.9342651367188,74.24565005201148,35.01178839155682,32.40718177017029,-0.01530940415109383,0.035740299110293305,-0.011055293566898716,-0.007713284082728533,-0.013956959817183145
