Price,Close,High,Low,Open,Volume,Lag_1,Lag_5,Lag_21
2020-04-28,635.947021484375,648.1035053145215,619.9164097345322,645.6766910891598,78453401,636.6594848632812,550.9847412109375,420.090576171875
2020-04-29,635.41259765625,647.3019715047586,632.3178017703171,643.4056688448253,37494672,635.947021484375,607.2031860351562,481.919677734375
2020-04-30,652.8013916015625,665.6926795202014,640.3554447044901,647.4356000405522,71345899,635.41259765625,610.4537963867188,474.772705078125
2020-05-04,639.0863647460938,652.3561123219903,631.1823492999154,641.2237757465786,53456868,652.8013916015625,630.98193359375,474.5055236816406
2020-05-05,650.4189453125,658.5901284085901,644.4297604788242,647.3242091452047,44903763,639.0863647460938,636.6594848632812,458.8534240722656
2020-05-06,650.4635009765625,661.239610058138,643.6727503217016,651.9106955136318,40489094,650.4189453125,635.947021484375,495.94647216796875
2020-05-07,671.0360717773438,674.0195767371007,643.45013963793,647.9030735523609,50026966,650.4635009765625,635.41259765625,481.1181335449219
2020-05-08,695.4605712890625,703.5203455803562,684.4617604589652,687.9796035544326,84262770,671.0360717773438,652.8013916015625,479.7822570800781
2020-05-11,702.1400146484375,719.1502462326481,700.1361881322265,703.5649156731971,67085063,695.4605712890625,639.0863647460938,537.0693359375
2020-05-12,658.7014770507812,698.3772514173569,652.3560664564766,696.79641276918,100683202,702.1400146484375,650.4189453125,530.8574829101562
2020-05-13,672.677001953125,686.4096865474885,653.5950534044931,686.4096865474885,66430125,658.7014770507812,650.4635009765625,543.2366333007812
2020-05-14,645.4813232421875,672.7893884091039,642.8291930409412,660.3377943598729,49266771,672.677001953125,671.0360717773438,529.5216064453125
2020-05-15,656.0225219726562,659.3039915320402,636.1089830747022,649.0999689371046,62152260,645.4813232421875,695.4605712890625,512.0215454101562
2020-05-18,647.6389770507812,666.181474909855,641.9076865534937,660.7873261418357,62796089,656.0225219726562,702.1400146484375,520.1259155273438
2020-05-19,633.3218994140625,657.0563561877386,630.7821895369445,654.9436171986698,42315854,647.6389770507812,658.7014770507812,545.0401000976562
2020-05-20,644.4699096679688,650.3810366625504,626.1746060014038,633.8163858969135,55320985,633.3218994140625,672.677001953125,553.85693359375
2020-05-21,647.8637084960938,656.9438839898754,640.5590706705585,645.0542141170009,39167981,644.4699096679688,645.4813232421875,550.9847412109375
2020-05-22,643.50341796875,655.393088211482,641.2333740246893,652.6061253460508,37828973,647.8637084960938,656.0225219726562,607.2031860351562
2020-05-26,640.1321411132812,651.6621989470918,636.6483627789014,650.9654432802158,33216635,643.50341796875,647.6389770507812,610.4537963867188
2020-05-27,649.7967529296875,653.5951416505152,634.7154993719518,643.256285680101,35667956,640.1321411132812,633.3218994140625,630.98193359375
2020-05-28,661.7987060546875,665.1700639694456,651.3474905739236,654.0445650157022,40126278,649.7967529296875,644.4699096679688,636.6594848632812
2020-05-29,658.2700805664062,661.6863829805953,652.9882921441282,659.8883134336163,40022527,661.7987060546875,647.8637084960938,635.947021484375
2020-06-01,683.4204711914062,691.5117545227077,663.4619881609007,665.2825298829506,39943702,658.2700805664062,643.50341796875,635.41259765625
2020-06-02,690.3203735351562,692.2533351438987,683.6226027052328,685.9601224657711,22153960,683.4204711914062,640.1321411132812,652.8013916015625
2020-06-03,692.9951782226562,701.2437669142711,689.264146584744,694.5010503906053,25381289,690.3203735351562,649.7967529296875,639.0863647460938
2020-06-04,710.1441040039062,714.5044150378368,692.7029193183236,694.0514268333575,34202350,692.9951782226562,661.7987060546875,650.4189453125
2020-06-05,710.9981689453125,727.3155677405333,707.4020299835134,716.976712812966,33076685,710.1441040039062,658.2700805664062,650.4635009765625
2020-06-08,705.5140380859375,727.495369555277,703.4912471731864,727.495369555277,31414953,710.9981689453125,683.4204711914062,671.0360717773438
2020-06-09,690.9722900390625,711.5825840206448,689.1068040465735,701.3785617206731,25857161,705.5140380859375,690.3203735351562,695.4605712890625
2020-06-10,706.705322265625,710.0317358884901,692.2758817982025,693.6468614517847,22132647,690.9722900390625,692.9951782226562,702.1400146484375
2020-06-11,691.219482421875,704.8172743086072,688.2077385143969,703.9407414982666,20385805,706.705322265625,710.1441040039062,658.7014770507812
2020-06-12,714.1897583007812,716.0777164159133,672.9242267053721,674.2727936948124,38548899,691.219482421875,710.9981689453125,672.677001953125
2020-06-15,725.7647705078125,731.3387563203479,701.7381741898191,703.4912994111404,53107403,714.1897583007812,705.5140380859375,645.4813232421875
2020-06-16,727.1807250976562,741.0482428927804,712.6163922222294,738.5534772559045,51187003,725.7647705078125,690.9722900390625,656.0225219726562
2020-06-17,726.1243286132812,735.159560417052,720.1682571993283,722.9327480146142,41782053,727.1807250976562,706.705322265625,647.6389770507812
2020-06-18,744.3521728515625,748.4427585087822,721.74156125064,722.3709004133316,40471557,726.1243286132812,691.219482421875,633.3218994140625
2020-06-19,790.8770141601562,804.0927203501327,747.0942467519249,750.6903261392612,105804173,744.3521728515625,714.1897583007812,644.4699096679688
2020-06-22,784.9208984375,811.015227066077,779.9087764994645,797.1701824968853,60198705,790.8770141601562,725.7647705078125,647.8637084960938
2020-06-23,773.5706787109375,792.83240486235,771.4129953643138,786.6515522559022,37962078,784.9208984375,727.1807250976562,643.50341796875
2020-06-24,776.6947631835938,796.855553260014,769.4351285440347,780.313374152456,51586221,773.5706787109375,726.1243286132812,640.1321411132812
2020-06-25,772.2220458984375,786.2019827039641,770.0418905851864,776.3126312670805,39679374,776.6947631835938,744.3521728515625,649.7967529296875
2020-06-26,782.8980102539062,787.5505181031782,771.8174569248488,777.1217760170375,30921913,772.2220458984375,790.8770141601562,661.7987060546875
2020-06-29,774.5820922851562,782.0440358258111,771.1657900960829,776.7847199037966,25621946,782.8980102539062,784.9208984375,658.2700805664062
2020-06-30,766.0188598632812,782.6059245493964,762.1754677566296,780.807914512527,30276420,774.5820922851562,773.5706787109375,683.4204711914062
2020-07-01,781.07763671875,786.2021202640287,767.7944531593192,773.166189855075,28464103,766.0188598632812,776.6947631835938,690.3203735351562
2020-07-02,794.524169921875,797.7964291606368,783.1051378323464,786.6933471641555,28789533,781.07763671875,772.2220458984375,692.9951782226562
2020-07-03,806.9586181640625,809.2605230295892,797.9768734526536,803.302718327586,29434266,794.524169921875,782.8980102539062,710.1441040039062
2020-07-06,835.7996215820312,838.5979258395846,808.8543255351691,814.6766894354603,47016185,806.9586181640625,774.5820922851562,710.9981689453125
2020-07-07,823.0040283203125,841.4640390934211,815.2635191046126,839.5007072874031,35189589,835.7996215820312,766.0188598632812,705.5140380859375
2020-07-08,811.5172729492188,828.1943991602055,807.9065001671087,823.2747585521189,26204095,823.0040283203125,781.07763671875,690.9722900390625
2020-07-09,823.3650512695312,828.2170013060332,806.2139692943585,816.4820787561033,36418942,811.5172729492188,794.524169921875,706.705322265625
2020-07-10,847.6473999023438,850.6037089763864,823.3650271392274,825.2832912510764,43759967,823.3650512695312,806.9586181640625,691.219482421875
2020-07-13,873.3514404296875,879.083489970848,857.5543543318056,859.0663542368072,69608392,847.6473999023438,835.7996215820312,714.1897583007812
2020-07-14,865.227294921875,876.3755044340146,851.8223671864567,872.9001726962613,67331128,873.3514404296875,823.0040283203125,725.7647705078125
2020-07-15,832.279052734375,893.1203044400035,811.5172588286548,874.6828596649843,139669773,865.227294921875,811.5172729492188,727.1807250976562
2020-07-16,832.00830078125,843.5627139468717,818.039164673242,833.6331186808312,60961724,832.279052734375,823.3650512695312,726.1243286132812
2020-07-17,862.8350830078125,866.5812371594936,829.5709675982371,832.7304085156393,49726765,832.00830078125,847.6473999023438,744.3521728515625
2020-07-20,866.5360717773438,871.997357955958,857.3963818411495,865.5882812630414,36592938,862.8350830078125,873.3514404296875,790.8770141601562
2020-07-21,889.84814453125,892.3079949125722,874.0285529843062,875.1569121232839,42173371,866.5360717773438,865.227294921875,784.9208984375
2020-07-22,904.4942626953125,907.202312550526,884.9510213382299,895.0159986639695,59771457,889.84814453125,832.279052734375,773.5706787109375
2020-07-23,928.7765502929688,938.6609588483409,898.7846915588252,904.4716140026857,58333751,904.4942626953125,832.00830078125,776.6947631835938
2020-07-24,968.65283203125,976.2579590026274,928.776564146926,928.8668185460966,120597372,928.7765502929688,862.8350830078125,772.2220458984375
2020-07-27,973.1888427734375,992.4161339989756,960.4158156178775,983.3892613715004,80304827,968.65283203125,866.5360717773438,782.8980102539062
2020-07-28,982.8926391601562,990.2495658404168,970.6837629849618,973.1887401702884,55114422,973.1888427734375,889.84814453125,774.5820922851562
2020-07-29,946.3112182617188,985.1945058663708,934.4859826797366,982.9829747863479,72663399,982.8926391601562,904.4942626953125,766.0188598632812
2020-07-30,951.8177490234375,965.7416994124951,935.1856889845394,947.372003332624,72857444,946.3112182617188,928.7765502929688,781.07763671875
2020-07-31,932.9740600585938,960.9122737981927,926.5198556854664,954.3678150249528,74958061,951.8177490234375,968.65283203125,794.524169921875
2020-08-03,906.7509155273438,928.4154321923008,904.0879333721077,925.8427641229805,46715383,932.9740600585938,973.1888427734375,806.9586181640625
2020-08-04,970.6612548828125,978.063309181602,902.801648867005,911.9865259436237,92041055,906.7509155273438,982.8926391601562,835.7996215820312
2020-08-05,959.7613525390625,991.152334357933,956.082888808404,978.9660801786949,74549993,970.6612548828125,946.3112182617188,823.0040283203125
2020-08-06,963.2141723632812,978.379359794549,951.3438079467057,973.549973124917,49322975,959.7613525390625,951.8177490234375,811.5172729492188
2020-08-07,968.7882690429688,973.911042177792,956.9405280202135,961.2733960409245,32984416,963.2141723632812,932.9740600585938,823.3650512695312
2020-08-10,956.782470703125,977.1606844285126,951.4791890501768,974.497761802115,26958997,968.7882690429688,906.7509155273438,847.6473999023438
2020-08-11,963.0787963867188,974.9040336698868,947.9812996710002,963.5301281069163,46828306,956.782470703125,970.6612548828125,873.3514404296875
2020-08-12,960.2803955078125,968.1338417220617,950.8924453804724,957.3015226996713,30264617,963.0787963867188,959.7613525390625,865.227294921875
2020-08-13,957.7754516601562,965.3805786775785,952.3367286962583,960.4609378961798,24830322,960.2803955078125,963.2141723632812,832.279052734375
2020-08-14,954.0518188476562,973.5498723174301,942.9713010071719,958.0010455824508,33224635,957.7754516601562,968.7882690429688,832.00830078125
2020-08-17,943.919189453125,950.0800072856482,934.3281075225127,950.0800072856482,30979066,954.0518188476562,956.782470703125,862.8350830078125
2020-08-18,956.19580078125,963.3044692046789,939.8571273001791,941.0531772225081,30547672,943.919189453125,963.0787963867188,866.5360717773438
2020-08-19,962.063232421875,972.1959605908819,957.4595415393626,966.3284692913196,34087543,956.19580078125,960.2803955078125,889.84814453125
2020-08-20,946.4917602539062,958.6103827292058,942.4070922309022,956.8501235506358,22537845,962.063232421875,957.7754516601562,904.4942626953125
2020-08-21,939.63134765625,957.7528424475055,937.4423204149851,955.9474560788303,25280895,946.4917602539062,954.0518188476562,928.7765502929688
2020-08-24,945.9050903320312,949.854317250222,934.5086218851164,943.9417586729289,32717218,939.63134765625,943.919189453125,968.65283203125
2020-08-25,939.7442626953125,952.9235547016002,937.8937489378307,950.5313951315512,19388008,945.9050903320312,956.19580078125,973.1888427734375
2020-08-26,964.6583862304688,969.4652088235415,923.9020199231386,941.0531010310551,59870421,939.7442626953125,962.063232421875,982.8926391601562
2020-08-27,952.6075439453125,970.3905257659359,949.2901575537568,969.4878026998181,28085062,964.6583862304688,946.4917602539062,946.3112182617188
2020-08-28,955.1124877929688,962.6724872841761,950.64417889511,956.8501236807623,27166900,952.6075439453125,939.63134765625,951.8177490234375
2020-08-31,939.1123657226562,981.2227882057733,929.9274882908779,981.2227882057733,62076132,955.1124877929688,945.9050903320312,932.9740600585938
2020-09-01,942.0687255859375,957.9334441866578,930.8527654130116,947.8233392331533,38616258,939.1123657226562,939.7442626953125,906.7509155273438
2020-09-02,960.5512084960938,964.9743904615849,941.0531538410881,944.2125354209737,26949439,942.0687255859375,964.6583862304688,970.6612548828125
2020-09-03,953.2846069335938,965.3129161947521,949.177375013291,960.4609660708118,18586429,960.5512084960938,952.6075439453125,959.7613525390625
2020-09-04,937.55517578125,946.4466666938623,935.2758940537118,940.3986668867657,28475945,953.2846069335938,955.1124877929688,963.2141723632812
2020-09-07,939.9925537109375,950.4186091878753,922.6609018892434,940.6018903476146,21926473,937.55517578125,939.1123657226562,968.7882690429688
2020-09-08,951.02783203125,957.3014676946553,939.0220273942846,944.2124909097532,27397082,939.9925537109375,942.0687255859375,956.782470703125
2020-09-09,975.5132446289062,978.4244265500107,939.4508218895586,941.053135941398,55310877,951.02783203125,960.5512084960938,963.0787963867188
2020-09-10,1044.4110107421875,1058.3801472724467,981.8320607367515,985.3300156152798,140304404,975.5132446289062,953.2846069335938,960.2803955078125
2020-09-11,1047.0062255859375,1055.175562246342,1032.269926063605,1043.5083899488072,59470807,1044.4110107421875,937.55517578125,957.7754516601562
2020-09-14,1039.2431640625,1065.1729199258552,1029.9679721043801,1049.3758922384438,44063445,1047.0062255859375,939.9925537109375,954.0518188476562
2020-09-15,1046.60009765625,1049.7143521325797,1032.7437783357252,1043.4858431799203,27178393,1039.2431640625,951.02783203125,943.919189453125
2020-09-16,1049.172607421875,1069.3928153950412,1042.8538446608136,1047.1189617708817,33952295,1046.60009765625,975.5132446289062,956.19580078125
2020-09-17,1037.5279541015625,1053.302416097168,1034.4135806713612,1047.1189158166728,25828669,1049.172607421875,1044.4110107421875,962.063232421875
2020-09-18,1040.6649169921875,1046.8708623526327,1027.5081886685462,1044.5238896915514,33074915,1037.5279541015625,1047.0062255859375,946.4917602539062
2020-09-21,1018.16552734375,1054.340713885513,1014.3289984765122,1038.0922930525278,33627381,1040.6649169921875,1039.2431640625,939.63134765625
2020-09-22,997.990234375,1027.7112111815643,993.6573068799258,1027.7112111815643,34792254,1018.16552734375,1046.60009765625,945.9050903320312
2020-09-23,1006.859130859375,1027.5984225615102,995.3499037941469,1020.0384225209982,42988708,997.990234375,1049.172607421875,939.7442626953125
2020-09-24,984.4724731445312,1004.6926220511629,982.1480045429355,996.5233454684201,29826318,1006.859130859375,1037.5279541015625,964.6583862304688
2020-09-25,993.7249755859375,998.7349303522368,978.198771791248,987.9929259452438,28374935,984.4724731445312,1040.6649169921875,952.6075439453125
2020-09-28,1000.2921142578125,1010.1088922605071,996.1397551110359,1005.1440644113056,19666849,993.7249755859375,1018.16552734375,955.1124877929688
2020-09-29,1013.2907104492188,1021.8436272783866,1000.2919888371054,1004.2412750821471,25842539,1000.2921142578125,997.990234375,939.1123657226562
2020-09-30,1008.46142578125,1023.1977241154949,1004.2413164953268,1020.0383427428203,24465159,1013.2907104492188,1006.859130859375,942.0687255859375
2020-10-01,1004.3541870117188,1021.7534684542669,999.2765413206039,1021.7534684542669,20783227,1008.46142578125,984.4724731445312,960.5512084960938
2020-10-05,998.464111328125,1015.1412378353376,995.665807141331,1012.8168289308439,18922799,1004.3541870117188,993.7249755859375,953.2846069335938
2020-10-06,997.629150390625,1008.2582772733267,993.7024274130506,1004.3541775876134,18412175,998.464111328125,1000.2921142578125,937.55517578125
2020-10-07,1018.9100952148438,1042.154304099075,1001.9846493971844,1008.7548038474227,53170865,997.629150390625,1013.2907104492188,939.9925537109375
2020-10-08,1010.6729736328125,1023.6491928550894,1002.9324648078214,1019.5870284539118,21077808,1018.9100952148438,1008.46142578125,951.02783203125
2020-10-09,1008.05517578125,1016.8789756571788,1000.6756850189712,1008.754766738928,18545499,1010.6729736328125,1004.3541870117188,975.5132446289062
2020-10-12,1009.6800537109375,1018.1201535189876,1004.8055997006869,1008.7548267067875,14226473,1008.05517578125,998.464111328125,1044.4110107421875
2020-10-13,1029.38134765625,1031.6606295627953,1004.6250177214829,1006.7689180188713,23112012,1009.6800537109375,997.629150390625,1047.0062255859375
2020-10-14,1032.4503173828125,1039.897498590876,1023.8747175024403,1028.5687815922101,26742011,1029.38134765625,1018.9100952148438,1039.2431640625
2020-10-15,995.8914794921875,1033.5787209899615,990.7010157207518,1033.5787209899615,20036197,1032.4503173828125,1010.6729736328125,1046.60009765625
2020-10-16,982.0352172851562,1007.6263990747995,980.6134716986062,999.7279451318866,21583600,995.8914794921875,1008.05517578125,1049.172607421875
2020-10-19,982.2156982421875,1005.9112981674255,972.7149304876791,988.4668301104947,31200385,982.0352172851562,1009.6800537109375,1037.5279541015625
2020-10-20,973.053466796875,989.798344269808,971.40602552376,983.4795214556434,18482288,982.2156982421875,1029.38134765625,1040.6649169921875
2020-10-21,958.9264526367188,989.3470825746206,946.8078286470422,978.5148226542062,34082321,973.053466796875,1032.4503173828125,1018.16552734375
2020-10-22,950.9600830078125,962.4919326942683,943.761160688031,960.1900874152456,30802210,958.9264526367188,995.8914794921875,997.990234375
2020-10-23,953.7134399414062,963.6204132688217,946.198566591835,950.5314348129205,23422125,950.9600830078125,982.0352172851562,1006.859130859375
2020-10-26,915.822998046875,948.7034169019341,911.0387387404159,948.7034169019341,37324416,953.7134399414062,982.2156982421875,984.4724731445312
2020-10-27,918.26025390625,929.7017897460652,904.9455811340416,918.4407627043238,36478896,915.822998046875,973.053466796875,993.7249755859375
2020-10-28,907.8568115234375,928.7314851710537,906.0288613850042,921.555066223106,29924017,918.26025390625,958.9264526367188,1000.2921142578125
2020-10-29,914.830078125,921.6454200593237,898.6268451751743,901.3348952521129,30655304,907.8568115234375,950.9600830078125,1013.2907104492188
2020-10-30,927.287109375,932.0713684328344,912.5281277212341,917.8088456567091,34021563,914.830078125,953.7134399414062,1008.46142578125
2020-11-02,847.3766479492188,914.8751840367496,839.1170566069392,914.8751840367496,99366895,927.287109375,915.822998046875,1004.3541870117188
2020-11-03,835.167724609375,861.6165021715815,828.2621884933044,853.0409611809424,88691623,847.3766479492188,918.26025390625,998.464111328125
2020-11-04,863.51220703125,870.6434990617774,829.1197861195681,829.1197861195681,80180117,835.167724609375,907.8568115234375,997.629150390625
