Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2019-01-18,361.4254347756805,363.16211753079205,357.3249060176213,358.9168701171875,12212121,508.5016772065438,526.6940822128304,502.50396544977406,524.2374267578125,56181172,493.15993838292894,494.08389142907964,488.43623971320727,492.062744140625,5207976,1546.4237675676977,1565.497109353236,1542.3131249106864,1562.57861328125,1683728,594.6319157206336,599.68222412633,591.6180179852134,595.40576171875,5902151
2019-01-21,359.88170904343286,362.9209186599025,357.56612216632664,358.62744140625,8908581,528.5088245319836,548.8479856465474,526.1406943559281,547.85205078125,48206814,494.3032953201602,500.43604464893144,491.1965146300266,496.1973876953125,17561512,1563.688799295475,1588.3526604831009,1558.303816126507,1569.197021484375,2409803,601.3112545854243,611.7376655732226,597.8900752739619,606.8502807617188,8129422
2019-01-22,357.51786315520206,359.39929405616294,353.22438589949115,356.07061767578125,14756076,545.7053520130312,551.9465366426136,539.8403687748806,546.723388671875,36207430,495.70080098262065,495.88560286748867,491.78556129365757,493.3562927246094,8796976,1567.8813515972658,1577.0481050829042,1553.8229733385579,1563.6063232421875,2457093,603.7956221123251,610.1084937094522,597.8900325537222,607.1353149414062,6723375
2019-01-23,355.8294248274152,360.5571171446799,353.5620970378817,354.4786682128906,9726450,545.9045229540942,550.7293089254705,540.9027462181267,542.8060913085938,19313542,492.92898011043496,493.35633097772643,485.41030046123507,486.32269287109375,7624288,1562.866585138935,1567.059421240085,1537.3805966385105,1541.9844970703125,2578169,604.691749831499,604.8953908935716,593.9802597967149,595.9759521484375,7212099
2019-01-24,353.7068050348332,355.53997677384683,349.027372043254,351.9700927734375,17521254,542.2307176885093,554.7130882758987,540.0617976543355,552.1679077148438,28775487,487.3852518739223,490.0762426739769,484.5902712370074,485.5950927734375,10111572,1549.548071129747,1566.360561352664,1541.491170469096,1563.3187255859375,1962927,596.3443520371522,602.8966868486704,590.5291748880688,599.5386352539062,7429783
2019-01-25,349.6062602236428,351.8253581050158,342.0805663219095,344.63739013671875,22978238,553.4958304499542,559.8033797795792,546.8341222864655,551.5260620117188,18703992,483.45837197048974,487.3851719339385,482.7654072710576,484.1513366699219,11262236,1563.6883537629087,1590.818593339237,1562.866225290899,1579.1444091796875,2327080,596.2625273126797,604.3710624467266,593.1911200634729,598.187255859375,5543112
2019-01-28,340.77807369335596,342.41826753657205,324.810114563864,331.4674377441406,34362360,553.5178808774523,555.9302737653469,541.0797741438378,544.24462890625,18744303,482.76545791583095,485.54887769593523,479.704863505599,481.4141540527344,15360436,1589.1741619295476,1613.0158850003997,1583.0081990663964,1607.260986328125,2769033,598.7196253995122,600.0300724357103,588.8911226569757,596.2215576171875,7944693
2019-01-29,330.8885653985097,337.7870962012659,329.34483101922194,334.6513977050781,20738442,544.8863992634961,545.1741347877718,531.7621963658257,535.8787231445312,20405845,480.05134860739827,481.14854283614125,474.21889507565913,475.2814636230469,14762788,1613.0165130303556,1635.2551345584102,1592.175570509951,1630.07568359375,2557626,594.2148825238887,600.2348203314026,586.843505621456,596.1806030273438,6760819
2019-01-30,338.6554369372461,355.6364561881985,338.6554369372461,353.0314025878906,39400056,537.8043656072043,542.2307307181926,527.2252808955305,529.2614135742188,17164298,475.2005871960436,475.2005871960436,468.4441807430193,469.9917907714844,18514160,1627.4858265554776,1635.6249201173832,1606.9737572453841,1628.9656982421875,2429575,596.1806253212579,601.8319844969104,590.6111003499817,594.5425415039062,5763026
2019-01-31,359.5922657727153,363.40332780370386,341.64641624471966,351.6324157714844,85917249,532.0500974232828,544.3111566582319,531.6074727062281,543.1824340820312,22279301,469.13710686397934,482.7076657159039,467.05821274198235,480.4439697265625,16579404,1633.5693366474525,1660.4940451402576,1631.9250796402582,1655.8489990234375,4094319,594.6242969516134,615.3460427564046,594.6242969516134,613.9127197265625,13825233
2019-02-01,351.68064741496363,352.06657364947023,336.4845700575269,342.17706298828125,25605469,546.2144636186489,555.5098184046919,543.1381334083609,553.2744750976562,20187323,480.44400809626404,489.00213419401825,479.6702312807808,482.869384765625,15654188,1652.067514214326,1672.8262625267973,1642.695227577987,1668.8800048828125,3064163,615.3869940556153,624.5193294928604,609.7765781081109,620.0555419921875,6276585
2019-02-04,338.65543066583325,344.3479234690803,333.831279231847,342.08056640625,17039321,551.9686981888808,574.0784806662556,549.7776764638679,571.4005126953125,25528059,483.9203921630032,488.07818073528676,481.067664668462,486.2071533203125,7938288,1668.8797209087982,1689.8439978155302,1663.1659679340744,1685.5689697265625,1590764,620.0146344681399,624.5193643090577,613.6261185099979,619.1137084960938,3945391
2019-02-05,342.12880621873876,343.5760515670039,336.58103238372235,340.24737548828125,12197271,571.8873820352513,577.3761052108845,565.9560341911196,571.6881713867188,20479210,486.9232190715277,489.46408975928233,484.38234838377304,488.3207092285156,8690288,1685.363617333954,1689.4742603030613,1667.2767882698822,1680.883056640625,1111404,611.8242645904229,622.4308665917667,611.8242645904229,618.2537231445312,4694366
2019-02-06,341.1639981691748,349.1720778392176,340.77807194006743,346.66351318359375,15396216,573.7685922129579,583.2410560216659,572.8833428361716,579.9655151367188,20586783,488.8288268367568,491.31195023356486,488.21673060335934,490.30712890625,10875684,1685.281319053479,1715.65913107461,1678.0056014493216,1705.75244140625,1789812,618.826986956251,628.1640829437571,617.844126853828,625.174560546875,5880482
2019-02-07,346.4705623605022,349.0755864719143,343.9619977224773,346.036376953125,10247434,579.9654440045323,584.8123314865187,569.2757931615276,571.1791381835938,20150710,490.8615644986978,492.0049449935519,486.4266016253658,489.0598449707031,7217308,1705.711353131515,1724.7846969589466,1699.3398563310477,1712.41162109375,1339945,624.9699470280665,630.2118354797051,623.2909210364857,625.748046875,3961797
2019-02-08,344.347919289709,345.79516470233955,338.4142189867803,342.6112365722656,9308651,568.7003724990501,575.6498162527372,563.145285109626,565.5576782226562,14230054,487.8471268891815,495.45817755695515,486.6113173389077,490.30712890625,12235644,1705.9168692486785,1717.837734118127,1686.1857825682118,1694.73583984375,1684474,622.4718876523211,632.5051516309277,618.2947936655327,623.2090454101562,5915169
2019-02-11,342.12882604376273,342.225314961428,336.77400027832135,337.73883056640625,9419635,564.7609421263937,564.8052045928157,553.7392334148291,554.7351684570312,16457901,488.1474718221662,494.98469007140216,488.1474718221662,494.2339782714844,7036364,1693.5848245423085,1723.1814525440188,1684.4591172891228,1698.435302734375,1778730,628.1232384244684,629.6384459079119,621.6527875695677,624.76513671875,5500216
2019-02-12,336.72575394729773,339.62024466890773,331.1779800642119,332.1910400390625,14924394,553.9604748587062,563.1894638560586,553.9604748587062,556.12939453125,13998153,493.85285207888666,496.162734455308,490.803818620733,491.9356384277344,9772388,1701.8061627535862,1701.8061627535862,1659.0554765394863,1686.6790771484375,2422903,622.7583858204252,622.7583858204252,606.9099476689321,614.64990234375,7310690
2019-02-14,327.89755328093656,334.6513647617209,324.3276697205237,331.8533630371094,15172596,549.3128564552972,549.3128564552972,539.1321939259117,541.8765258789062,14496604,494.3149195470892,494.3149195470892,486.36894526695903,487.43145751953125,7441388,1693.625773038027,1705.9165533638502,1671.4283046328108,1680.923828125,1724085,615.1003530810239,616.7384365779108,603.8385290399266,606.1318359375,4610535
2019-02-15,331.9498709996414,335.51975508160274,328.6212239500905,330.11669921875,20316848,544.3332058212081,553.2523589386116,537.3616603663344,550.8399658203125,20994460,486.7731303178803,486.9463715121861,480.0397887296908,485.2254638671875,8416524,1684.5416843935354,1687.0080704614616,1653.2596476223368,1668.674560546875,1930065,607.9745718109648,611.4145565410774,600.0298582650772,607.6879272460938,5586389
2019-02-18,330.16494959843004,330.93680208213215,325.6784650235213,326.8362731933594,10601490,553.2967244485915,554.4033454359582,537.8044442934547,540.0618896484375,21106139,486.64604473810425,489.2331017974985,481.84147797430677,482.7423095703125,7138744,1675.1689060307092,1678.7451447089902,1613.5504189792748,1619.8397216796875,2942184,608.0156109548535,612.3565721352987,602.8147159425182,606.9508666992188,5346825
2019-02-19,327.1739389249771,338.07650881434824,327.1739389249771,331.177978515625,14384763,539.132124430359,548.7373736708197,536.1222180726803,538.2911376953125,13658461,482.6961438433212,486.9578658574158,480.0397789182585,481.3910827636719,5268636,1619.593471519897,1620.4156001856431,1555.4674355916982,1565.99072265625,4408554,605.3538038610995,606.5414245269986,590.7748691092584,593.2319946289062,9401334
2019-02-20,332.86647039467925,335.37503519085857,330.3096758587656,333.0594482421875,9474758,541.7216465839695,548.8702417164039,539.57482832799,546.3693237304688,13776558,482.4189803607702,487.6162162037759,480.89443528937466,487.0041198730469,4892500,1574.3763085223472,1589.8323667333464,1546.6706141498355,1574.1707763671875,4645778,595.4434832343671,608.5481541171042,594.6653834026342,606.6643676757812,5210675
2019-02-21,334.60314874197263,342.46653953568057,334.0725038348948,338.94488525390625,18631331,547.0996507231351,556.7491632550892,544.1561082536389,551.9243774414062,23142949,485.4679641684072,489.6834994740693,483.59699329356835,488.74798583984375,5261544,1574.1708388319817,1594.9295873268284,1559.6192018122583,1573.7186279296875,4683919,604.452949172599,604.452949172599,595.5253720680821,600.726318359375,7202786
2019-02-22,339.0414146795312,341.64646867561504,338.9449257455487,339.6685485839844,10997730,550.9063696321634,551.2162068932724,542.673314598179,545.4840698242188,19152470,489.55648273188757,491.5661256556029,482.5575837539873,483.1003723144531,8890708,1576.1847895915364,1586.7080749987717,1566.2370543741813,1583.1318359375,2271955,599.9481713993722,604.6167200690821,596.2624829743932,601.954833984375,3750833
2019-02-25,340.6332932321735,344.8785697037393,340.6332932321735,343.0936279296875,10344411,547.0997456286915,550.1982368058309,540.3052494604813,545.4619750976562,17176522,483.95498855144757,491.9933905833809,483.95498855144757,490.9423828125,8140596,1588.7634938224485,1636.0358875584334,1587.119236649023,1632.048583984375,2934880,602.4462483060341,620.8337486160164,602.4462483060341,618.2947387695312,6547552
2019-02-26,337.69060119977377,340.2956547581712,334.410184105547,335.95391845703125,18096382,535.369810658872,546.5685699194651,533.8206242395728,540.128173828125,22160532,487.67392434008633,490.8500126572805,485.3294162488394,487.5353088378906,9607428,1631.103093402024,1681.3762758533276,1621.4430826422083,1676.073486328125,6453309,613.1347464344417,616.4109140349257,606.2138823706995,608.1386108398438,8319610
2019-02-27,338.65546258044037,342.22534675572655,331.226256894266,333.3971252441406,17325417,543.5806810693128,551.0391128042148,535.1484160679546,541.566650390625,24308835,488.7942175926352,490.72293548301457,482.33805142900883,483.2851257324219,7030092,1677.142220299982,1705.8755726077145,1662.3439065914527,1692.0228271484375,4732082,610.1862201087534,611.3328987735545,600.1529567579719,602.2005615234375,5936354
2019-02-28,336.1951029186378,339.3790308762245,332.86642687220314,337.8352966308594,18347113,546.103714945572,548.8037843138575,542.9166993834878,544.9085693359375,24688859,483.48149624553633,486.4265962357533,478.8847965422854,479.8896179199219,11645376,1693.5847345668399,1702.9159734631835,1625.8413251126694,1630.6507568359375,8454295,605.0262898765588,608.0567550466212,599.7844014748101,601.4224853515625,8559921
2019-03-01,339.66852956130606,342.51479101080076,338.31777289406455,341.7911682128906,14190221,547.5422609049652,549.9103912857396,541.0133999644827,542.6953735351562,17329606,481.89921345261826,485.2831685953916,479.76257224258273,481.2293701171875,9352928,1640.1879830202904,1648.3681238409852,1628.1026303267495,1640.4757080078125,4148548,602.4052680355632,608.8757185109415,602.4052680355632,607.6471557617188,3998826
2019-03-05,342.5147891586104,351.3429813565172,340.39215051850425,350.4746398925781,17638277,541.5224694607421,548.7817507558763,539.397811854067,547.830078125,15577500,482.511361551595,487.6393461213329,478.14570592451446,486.71539306640625,11837276,1648.3678705972395,1650.012127824768,1625.0193978948366,1634.473876953125,2449622,606.5004545348496,608.1385381392652,598.10527606222,599.9481201171875,4826505
2019-03-06,352.404307335098,359.73702434167416,352.404307335098,358.8686828613281,31436190,548.781803498409,563.5216207548008,546.701408160775,559.8477172851562,26332276,487.3851586226628,487.45446636943547,482.8924488894366,486.0569763183594,8458044,1635.4603588358884,1656.5890223526765,1631.9663125108268,1643.92822265625,2635047,602.8966506089977,602.8966506089977,595.4433902050448,599.9481201171875,6076668
2019-03-07,358.4344567089046,360.84653246064687,355.5399658068138,357.7590637207031,15355303,559.4934563069631,566.4871023500223,556.9040137254028,562.2599487304688,17738092,487.2928239049321,492.00496154254165,483.9203729725938,491.1965026855469,10204852,1648.3678208888473,1664.0294106517613,1644.4215635187843,1655.1915283203125,2539884,601.1766216993042,601.5861425587723,590.160500581542,592.126220703125,5951551
2019-03-08,356.7942496495582,360.26764477891874,354.71987029755905,357.5661315917969,16143455,560.4009372146203,564.1191025568273,558.6082777903562,560.86572265625,13211934,488.55179048210636,492.00505411370995,487.25823351008506,491.5892639160156,7053460,1664.81061388327,1671.3876434689817,1652.5198299879742,1662.919677734375,2031071,592.1262699090526,592.1262699090526,582.0520659270326,583.4443969726562,7193994
2019-03-11,358.72391958132334,365.0918059085067,356.9872366940398,362.6315002441406,11449587,562.1714737819083,580.7400799174743,561.2640637135738,577.2432861328125,21258869,492.46690058912856,495.16945156973713,490.20320468293306,491.6468811035156,9224108,1668.0167983047425,1671.3875056179122,1647.2580503869597,1656.4248046875,3111689,584.2224826562593,588.4815098445738,581.0282497577801,582.54345703125,9932198
2019-03-12,364.7058386995896,375.31897157179986,364.0787049187246,374.547119140625,37108265,582.9089819983315,590.4780995651925,581.7359971792328,589.3051147460938,24561597,495.93177634458397,502.3994473914626,493.62189382784163,501.4754943847656,15097292,1655.8080396716862,1664.6459215489651,1646.723479087395,1654.4925537109375,2658550,580.7006321254626,585.5739407993375,577.9158700288644,579.0216064453125,11997387
2019-03-13,374.25768303414964,379.4195312425171,370.78428792094917,378.11700439453125,19574619,591.8060821060708,601.9866858465925,587.8666043720284,596.365234375,24577591,502.3994891583275,516.0277971400936,501.7296457302314,514.3069458007812,57166348,1654.9448200693967,1657.3290130063701,1626.6635770419184,1644.668212890625,1833163,581.519810256439,588.5635513422761,578.4893449091442,580.2503051757812,11348867
2019-03-14,378.2134699509634,379.1783002314505,373.1963407147168,374.2576599121094,13182462,597.4497089144025,602.8720089653071,591.4076752180963,593.820068359375,22753310,518.5339381140877,519.1460343513185,510.6225914282,513.8910522460938,15379864,1648.3271039939964,1650.6702513693613,1628.637159298439,1633.8988037109375,1905495,584.795880370228,585.5330380306991,578.4073639440849,580.1682739257812,6415187
2019-03-15,375.1742622303448,384.24366102095314,374.4506395165577,381.39739990234375,31466545,595.3471487793354,601.4555465859182,580.3860210833575,585.0115966796875,34764353,515.3347626341961,522.0103002023125,514.6533586059842,520.41650390625,12763088,1643.35311672424,1700.9431732842222,1636.8582797716751,1677.1014404296875,5184318,583.1578077561155,592.7815496678211,581.1920872843938,588.5225219726562,14638664
2019-03-18,382.314006932447,385.83563164372504,379.66072360357833,384.0506896972656,21220626,589.1501929738362,601.0793114262324,588.2649436727448,597.5824584960938,22104063,522.4722195505625,529.3441189283923,519.0305177137309,522.3682861328125,14358720,1679.6087892191906,1697.36684789341,1653.3006730884936,1663.0018310546875,2349915,590.9796997403197,592.7406599012969,577.7112103606929,581.68359375,8065544
2019-03-19,384.38836669921875,386.84870150961257,380.0466305630582,384.38836669921875,11670392,601.9867341954044,610.8395237390288,594.5061994229327,609.3124389648438,21448030,524.22783783938,525.7061400945231,519.9545551779883,523.8236083984375,11957992,1668.921117041095,1668.921117041095,1640.2288078145536,1663.0018310546875,2373993,583.8130832408314,595.0339677862826,579.3902867711118,591.5530395507812,8917337
2019-03-20,383.6165626811079,384.1472076092177,378.40648454914486,379.08184814453125,14181408,609.8656981021215,614.3805883246756,603.7572998317772,608.8255004882812,21639437,524.112284377846,531.2729193781604,522.275939261326,531.0419311523438,11711992,1667.27628266057,1681.0880789912762,1644.256689014369,1656.6297607421875,3091165,595.6481578318978,607.974727105565,595.5662736468282,605.23095703125,13471173
2019-03-22,380.5773317173766,382.36224425496033,376.2838250132297,378.0205078125,17409249,607.5197242067311,611.2378899295851,591.6733460571144,593.9086303710938,25078643,531.2728853354728,532.8898028125808,524.5280408525438,525.7637939453125,30403880,1656.5891039017276,1657.411232489272,1630.5276678195714,1648.9022216796875,3148149,610.1861432695822,611.2918297075571,599.7843023728237,608.6299438476562,8883260
2019-03-25,374.30589640232813,374.30589640232813,369.0475599147195,370.01239013671875,12345034,588.9730844650911,591.7395768986418,582.8204251489317,586.2508544921875,17394088,522.0333698800487,528.4664142742879,520.4164523627211,526.9534301757812,9199260,1650.6696379449215,1650.6696379449215,1625.5124256274887,1631.3084716796875,2429205,608.0567311488095,608.0567311488095,598.351054566292,602.2005615234375,7644966
2019-03-26,371.41146254820006,381.5904111695728,369.9159578087767,380.2396545410156,14063632,588.8403186618444,607.1212474376593,588.7075312750372,605.19580078125,20734876,525.7061958746473,534.7378600423141,524.9439796771737,533.894775390625,11786848,1631.1031396694555,1640.105407681387,1609.7689426781678,1629.9932861328125,2316539,602.2004301437436,602.2004301437436,588.9728862484965,596.0576171875,9406261
2019-03-27,381.49391648752766,384.4366667369215,376.42855712365304,379.3713073730469,17950017,609.9321386710575,609.9321386710575,595.0152718866375,597.2284545898438,22079870,535.5577717724586,537.7521599567507,526.4337366904019,531.1458740234375,13885300,1639.3244804288956,1642.6129949332665,1612.1942357678356,1617.866943359375,2266166,597.9005487476167,599.784334999026,595.566299478097,597.6548461914062,7387487
2019-03-28,378.9370739976817,387.76526474047085,378.9370739976817,386.4627380371094,23117485,597.6708939259498,606.324470477621,594.3732521300802,601.986572265625,22930248,530.9957248657704,537.0476048764089,528.4664151666869,531.919677734375,19554328,1627.8142927531992,1656.259916383351,1621.8950081952682,1644.5035400390625,4054489,597.9005461149236,610.1861737748193,597.9005461149236,604.2890625,9277241
2019-04-01,387.33112096389885,395.1462225408877,381.83157668559716,384.24365234375,16106604,606.4131020011401,622.7021032334529,603.1154596255492,616.084716796875,22088854,537.1054379661791,538.6646086817029,532.3355530753938,533.9986572265625,9647076,1652.4783628849054,1677.1010724774342,1651.0396379420952,1670.2774658203125,2095740,607.7290076156941,622.4717598220046,607.7290076156941,618.4584350585938,6584982
2019-04-02,385.9321147356451,385.9321147356451,379.61248813456234,383.1823425292969,13010810,618.8068982011463,621.0643428947214,610.8836809945728,615.1329956054688,17526740,535.8927672844236,535.8927672844236,527.9121115618736,530.0834350585938,10910496,1674.7580198784226,1714.9601253426604,1674.6758270963562,1709.451904296875,3719663,621.6527099721026,627.2221840686457,618.0489061500401,621.9803466796875,7283600
2019-04-03,384.96725917673524,388.6336022483248,376.91092092164894,378.3099365234375,12317200,616.4831138425319,621.0201646238312,607.2983856558683,608.71484375,17169813,529.4480857910085,534.9686813179792,528.5587586467469,529.5982055664062,7659452,1714.1379968070214,1717.91986835695,1692.022819484326,1709.451904296875,2939886,619.1957373104522,621.2433422618756,611.6605410911428,616.9843139648438,6897127
2019-04-04,380.5290747607612,381.78337185138,373.67877355595016,375.0777893066406,14521564,610.3967730610038,612.4771678327015,596.3429984151883,598.9103393554688,18320845,529.598259441763,534.2757710560671,526.6531595364604,527.5655517578125,9211552,1708.5063808965576,1709.7807203032417,1650.3408858308753,1656.177978515625,4397518,615.42804775681,617.393718144058,610.2680442632128,612.5614013671875,7688525
2019-04-05,375.5602159578769,378.6959146139157,372.03859104841354,376.8144836425781,10853927,602.4072136697757,603.7129859979176,594.4618939853823,599.28662109375,14717266,528.4549867820684,534.4491212391216,527.1152435084497,532.5665893554688,8351180,1667.8110963683316,1688.980806088798,1659.71315025467,1683.9659423828125,3152103,615.0185162773181,623.2498764851698,612.6432750277303,621.8984375,6276040
2019-04-08,377.68282695605757,377.68282695605757,371.4596598381977,373.4858093261719,6305407,600.2162046801037,600.8801417011313,585.9190138260517,588.3756103515625,19081843,535.6617374657447,536.5741297501912,526.6763173378013,528.824462890625,6398132,1692.7629615887774,1705.9170205423572,1671.140937040829,1702.4229736328125,2194294,624.9698653517939,630.6622161318325,618.7042252766403,628.4098510742188,4919911
2019-04-09,373.7752472326155,384.34015065121724,373.5340396609057,383.1823425292969,13206348,588.2205910167756,593.4436792831946,584.7237386228037,590.67724609375,20774977,530.4876435790404,531.9659458385138,523.6503687433394,528.327880859375,10777600,1701.8064106670602,1724.8260142896097,1691.6530409261081,1719.482177734375,2690970,630.6622707871418,633.1193965174813,620.9975862458765,622.9632568359375,6730692
2019-04-10,381.6386485927727,384.7743473570353,378.88890553954104,380.3361511230469,14000018,592.2265507481526,596.6750764335661,587.1583505228762,589.3272705078125,16651949,519.7234920810206,527.5770915169117,515.3347159256698,516.801513671875,108128700,1712.4940231766366,1714.5493448559173,1673.8539756061605,1677.3480224609375,3313062,625.7478986172582,627.9593213460419,615.3460583673061,616.4927368164062,7031088
2019-04-11,380.6255376860219,380.6255376860219,373.91995559926477,376.33203125,8704774,590.0133624275286,598.888252928807,588.264965445455,596.1439208984375,12558520,518.5454583428099,522.7263678904519,516.7091131810862,521.4559326171875,8793300,1681.2528518332972,1689.4741371723353,1655.47914236691,1660.28857421875,3422442,615.7148101759008,615.7148101759008,606.1320089852018,608.302490234375,8200995
2019-04-12,376.862724661645,381.63861702560513,374.59536754617255,380.7220458984375,7035256,597.5602725712885,600.6145007223635,591.65108599662,594.506103515625,12948769,520.2086817304526,524.8515119098128,520.2086817304526,523.2461547851562,9170444,1675.4979996102477,1676.3201281674656,1650.0120143364902,1656.177978515625,3198471,608.6300336903092,615.5509479457481,606.582428880437,612.4385986328125,7043212
2019-04-15,380.3361189950763,382.9894023407073,378.0205027016436,378.9371032714844,9770752,595.3471988570321,597.0956551150056,590.9208335400103,593.200439453125,9285737,524.343322746582,529.6329310661829,523.0382617033592,528.6859130859375,10219780,1701.8060906805704,1742.748132425446,1677.964362840118,1737.404296875,9189201,593.5597806485094,599.0063802594069,583.6493418991258,595.8530883789062,31574803
